human,cause,country,birthdate,deathdate,gender_label,religion,occupation
Bud Jamison,natural causes,United States of America,1894-02-15T00:00:00Z,1944-09-30T00:00:00Z,male,Christian Science,film actor
Choi Jin-sil,suicide,South Korea,1968-12-24T00:00:00Z,2008-10-02T00:00:00Z,female,Protestantism,film actor
Stevo Žigon,natural causes,Kingdom of Yugoslavia,1926-12-08T00:00:00Z,2005-12-28T00:00:00Z,male,atheism,film actor
Sam Kinison,accident,United States of America,1953-12-08T00:00:00Z,1992-04-10T00:00:00Z,male,Pentecostalism,film actor
Ang It-hong,natural causes,Taiwan,1927-10-30T00:00:00Z,2010-02-24T00:00:00Z,male,Protestantism,film actor
Jiang Qing,suicide,People's Republic of China,1914-03-19T00:00:00Z,1991-05-14T00:00:00Z,female,atheism,film actor
Enrico Maria Salerno,natural causes,Kingdom of Italy,1926-09-18T00:00:00Z,1994-02-26T00:00:00Z,male,atheism,film actor
Shammi Kapoor,natural causes,Dominion of India,1931-10-21T00:00:00Z,2011-08-14T00:00:00Z,male,Hinduism,film actor
Bobs Watson,natural causes,United States of America,1930-11-11T00:00:00Z,1999-06-27T00:00:00Z,male,Methodism,film actor
Steve Allen,accident,United States of America,1921-12-26T00:00:00Z,2000-10-30T00:00:00Z,male,atheism,film actor
Rajesh Khanna,natural causes,India,1942-12-29T00:00:00Z,2012-07-18T00:00:00Z,male,Hinduism,film actor
Madge Bellamy,natural causes,United States of America,1899-06-30T00:00:00Z,1990-01-24T00:00:00Z,female,atheism,film actor
Anna May Wong,natural causes,United States of America,1905-01-03T00:00:00Z,1961-02-02T00:00:00Z,female,Christian Science,film actor
Jeanette MacDonald,natural causes,United States of America,1903-06-18T00:00:00Z,1965-01-14T00:00:00Z,female,Christian Science,film actor
Mildred Natwick,natural causes,United States of America,1905-06-19T00:00:00Z,1994-10-25T00:00:00Z,female,Christian Science,film actor
Jiang Qing,suicide,People's Republic of China,1914-03-05T00:00:00Z,1991-05-14T00:00:00Z,female,atheism,film actor
Marilyn Monroe,suicide,United States of America,1926-06-01T00:00:00Z,1962-08-04T00:00:00Z,female,Christianity,film actor
John David Carson,natural causes,United States of America,1952-03-06T00:00:00Z,2009-10-27T00:00:00Z,male,Christian Science,film actor
Colleen Dewhurst,natural causes,United States of America,1924-06-03T00:00:00Z,1991-08-22T00:00:00Z,female,Christian Science,film actor
Peter Fonda,natural causes,United States of America,1940-02-23T00:00:00Z,2019-08-16T00:00:00Z,male,atheism,film actor
Bobs Watson,natural causes,United States of America,1930-11-16T00:00:00Z,1999-06-27T00:00:00Z,male,Methodism,film actor
Doris Day,natural causes,United States of America,1922-04-03T00:00:00Z,2019-05-13T00:00:00Z,female,Christian Science,film actor
W. S. Van Dyke,suicide,United States of America,1889-03-21T00:00:00Z,1943-02-05T00:00:00Z,male,Christian Science,film actor
Enrico Maria Salerno,natural causes,Italy,1926-09-18T00:00:00Z,1994-02-26T00:00:00Z,male,atheism,film actor
Burt Lancaster,natural causes,United States of America,1913-11-02T00:00:00Z,1994-10-20T00:00:00Z,male,atheism,film actor
Enrico Maria Salerno,natural causes,Kingdom of Italy,1926-09-18T00:00:00Z,1994-02-28T00:00:00Z,male,atheism,film actor
William Russell,natural causes,United States of America,1884-04-12T00:00:00Z,1929-02-18T00:00:00Z,male,Christian Science,film actor
Theo van Gogh,homicide,Kingdom of the Netherlands,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,male,atheism,film actor
Orson Welles,natural causes,United States of America,1915-05-06T00:00:00Z,1985-10-10T00:00:00Z,male,Christianity,film actor
Marlon Brando,natural causes,United States of America,1924-04-03T00:00:00Z,2004-07-01T00:00:00Z,male,atheism,film actor
Belle Bennett,natural causes,United States of America,1891-04-22T00:00:00Z,1932-11-04T00:00:00Z,female,Christian Science,film actor
Sunil Dutt,natural causes,Dominion of India,1929-06-06T00:00:00Z,2005-05-25T00:00:00Z,male,Hinduism,film actor
Elizabeth Taylor,natural causes,United Kingdom,1932-02-27T00:00:00Z,2011-03-23T00:00:00Z,female,Christianity,film actor
Sun Yueh,natural causes,Republic of China (1912–1949),1930-10-26T00:00:00Z,2018-05-01T00:00:00Z,male,Protestantism,film actor
Nino Manfredi,natural causes,Kingdom of Italy,1921-03-22T00:00:00Z,2004-06-04T00:00:00Z,male,atheism,film actor
Jiang Qing,suicide,Republic of China (1912–1949),1914-03-19T00:00:00Z,1991-05-14T00:00:00Z,female,atheism,film actor
Harry Reems,natural causes,United States of America,1947-08-27T00:00:00Z,2013-03-19T00:00:00Z,male,Protestantism,film actor
Akkineni Nageswara Rao,natural causes,British India,1924-09-20T00:00:00Z,2014-01-22T00:00:00Z,male,atheism,film actor
Vic Chesnutt,suicide,United States of America,1964-11-12T00:00:00Z,2009-12-25T00:00:00Z,male,atheism,film actor
Doris Eaton Travis,natural causes,United States of America,1904-03-14T00:00:00Z,2010-05-11T00:00:00Z,female,Christian Science,film actor
Mary Pickford,natural causes,Canada,1892-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Methodism,film actor
Mary Pickford,natural causes,Canada,1893-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Methodism,film actor
N. T. Rama Rao,natural causes,Dominion of India,1923-05-28T00:00:00Z,1996-01-18T00:00:00Z,male,Hinduism,film actor
Katharine Hepburn,natural causes,United States of America,1907-05-12T00:00:00Z,2003-06-29T00:00:00Z,female,atheism,film actor
Dick Powell,natural causes,United States of America,1904-11-14T00:00:00Z,1963-01-02T00:00:00Z,male,Christian Science,film actor
Jiang Qing,suicide,Republic of China (1912–1949),1914-03-05T00:00:00Z,1991-05-14T00:00:00Z,female,atheism,film actor
David Ogden Stiers,natural causes,United States of America,1942-10-31T00:00:00Z,2018-03-03T00:00:00Z,male,Christianity,film actor
Enrico Maria Salerno,natural causes,Italy,1926-09-18T00:00:00Z,1994-02-28T00:00:00Z,male,atheism,film actor
Marty Feldman,natural causes,United Kingdom,1934-07-08T00:00:00Z,1982-12-02T00:00:00Z,male,atheism,film actor
Akkineni Nageswara Rao,natural causes,India,1923-09-20T00:00:00Z,2014-01-22T00:00:00Z,male,atheism,film actor
Larry Adler,natural causes,United States of America,1914-02-10T00:00:00Z,2001-08-07T00:00:00Z,male,atheism,film actor
Dave Allen,natural causes,Ireland,1936-07-06T00:00:00Z,2005-03-10T00:00:00Z,male,atheism,film actor
Charles Laughton,natural causes,United States of America,1899-07-01T00:00:00Z,1962-12-15T00:00:00Z,male,atheism,film actor
Mukesh,natural causes,Dominion of India,1923-07-22T00:00:00Z,1976-08-27T00:00:00Z,male,Hinduism,film actor
Wenche Foss,natural causes,Norway,1917-12-05T00:00:00Z,2011-03-28T00:00:00Z,female,Christianity,film actor
Richard Kiel,natural causes,United States of America,1939-09-13T00:00:00Z,2014-09-10T00:00:00Z,male,Christianity,film actor
Anna May Wong,natural causes,United States of America,1905-01-03T00:00:00Z,1961-02-03T00:00:00Z,female,Christian Science,film actor
Richard Burton,natural causes,United Kingdom of Great Britain and Ireland,1925-11-10T00:00:00Z,1984-08-05T00:00:00Z,male,atheism,film actor
Ernest Borgnine,natural causes,United States of America,1917-01-24T00:00:00Z,2012-07-08T00:00:00Z,male,atheism,film actor
Nino Manfredi,natural causes,Italy,1921-03-22T00:00:00Z,2004-06-04T00:00:00Z,male,atheism,film actor
Pier Paolo Pasolini,homicide,Kingdom of Italy,1922-03-05T00:00:00Z,1975-11-02T00:00:00Z,male,atheism,film actor
Margot Kidder,suicide,Canada,1948-10-17T00:00:00Z,2018-05-13T00:00:00Z,female,atheism,film actor
Jeong Da-bin,suicide,South Korea,1980-03-04T00:00:00Z,2007-02-10T00:00:00Z,female,Protestantism,film actor
Marilyn Monroe,suicide,United States of America,1926-06-01T00:00:00Z,1962-08-05T00:00:00Z,female,Christianity,film actor
Mary Pickford,natural causes,Canada,1892-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Christian Science,film actor
Mary Pickford,natural causes,Canada,1893-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Christian Science,film actor
Paul Walker,accident,United States of America,1973-09-12T00:00:00Z,2013-11-30T00:00:00Z,male,Christianity,film actor
Dwight Frye,natural causes,United States of America,1899-02-22T00:00:00Z,1943-11-07T00:00:00Z,male,Christian Science,film actor
James Lipton,natural causes,United States of America,1926-09-19T00:00:00Z,2020-03-02T00:00:00Z,male,atheism,film actor
Pier Paolo Pasolini,homicide,Italy,1922-03-05T00:00:00Z,1975-11-02T00:00:00Z,male,atheism,film actor
Stevo Žigon,natural causes,Serbia and Montenegro,1926-12-08T00:00:00Z,2005-12-28T00:00:00Z,male,atheism,film actor
Kenny Baker,natural causes,United States of America,1912-09-30T00:00:00Z,1985-08-10T00:00:00Z,male,Christian Science,film actor
Mary Pickford,natural causes,United States of America,1892-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Methodism,film actor
Bernardo Bertolucci,natural causes,Kingdom of Italy,1941-03-16T00:00:00Z,2018-11-26T00:00:00Z,male,atheism,film actor
Abu Muslim al Khorasani,homicide,Abbasid Caliphate,0718-01-01T00:00:00Z,0755-02-01T00:00:00Z,male,Islam,wāli
Abu Muslim al Khorasani,homicide,Umayyad Caliphate,0718-01-01T00:00:00Z,0755-02-01T00:00:00Z,male,Islam,wāli
Juan Sebastián Elcano,natural causes,Crown of Castile,1486-12-09T00:00:00Z,1526-08-04T00:00:00Z,male,Latin Church,seafarer
Joseph Muzquiz,natural causes,United States of America,1912-10-14T00:00:00Z,1983-06-21T00:00:00Z,male,Catholic Church,civil engineer
Fazlur Khan,natural causes,Bangladesh,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,male,Islam,civil engineer
Boris Yeltsin,natural causes,Russia,1931-02-01T00:00:00Z,2007-04-23T00:00:00Z,male,Russian Orthodox Church,civil engineer
Boris Yeltsin,natural causes,Soviet Union,1931-02-01T00:00:00Z,2007-04-23T00:00:00Z,male,Russian Orthodox Church,civil engineer
Nasreddin Murat-Khan,natural causes,Russian Empire,1904-01-01T00:00:00Z,1970-10-15T00:00:00Z,male,Islam,civil engineer
Fazlur Khan,natural causes,British India,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,male,Islam,civil engineer
Fazlur Khan,natural causes,United States of America,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,male,Islam,civil engineer
Leonel Brizola,natural causes,Brazil,1922-01-22T00:00:00Z,2004-06-21T00:00:00Z,male,Methodism,civil engineer
Bassel al-Assad,accident,Syria,1962-03-23T00:00:00Z,1994-01-21T00:00:00Z,male,Islam,civil engineer
Nasreddin Murat-Khan,natural causes,Pakistan,1904-01-01T00:00:00Z,1970-10-15T00:00:00Z,male,Islam,civil engineer
Boris Yeltsin,natural causes,Russia,1931-02-01T00:00:00Z,2007-04-23T00:00:00Z,male,Eastern Orthodoxy,civil engineer
Boris Yeltsin,natural causes,Soviet Union,1931-02-01T00:00:00Z,2007-04-23T00:00:00Z,male,Eastern Orthodoxy,civil engineer
Virgilio Barco Vargas,natural causes,Colombia,1921-09-17T00:00:00Z,1997-05-20T00:00:00Z,male,Catholicism,civil engineer
Joseph Muzquiz,natural causes,Spain,1912-10-14T00:00:00Z,1983-06-21T00:00:00Z,male,Catholic Church,civil engineer
Herman Witte,natural causes,Kingdom of the Netherlands,1909-08-18T00:00:00Z,1973-05-30T00:00:00Z,male,Catholic Church,civil engineer
Leonardo da Vinci,natural causes,Republic of Florence,1452-04-24T00:00:00Z,1519-05-12T00:00:00Z,male,atheism,civil engineer
Fazlur Khan,natural causes,Pakistan,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,male,Islam,civil engineer
Nasreddin Murat-Khan,natural causes,Soviet Union,1904-01-01T00:00:00Z,1970-10-15T00:00:00Z,male,Islam,civil engineer
Gustavo Rojas Pinilla,natural causes,Colombia,1900-03-12T00:00:00Z,1975-01-17T00:00:00Z,male,Catholicism,civil engineer
Nasreddin Murat-Khan,natural causes,British India,1904-01-01T00:00:00Z,1970-10-15T00:00:00Z,male,Islam,civil engineer
Alexander Pushkin,homicide,Russian Empire,1799-06-06T00:00:00Z,1837-02-10T00:00:00Z,male,Eastern Orthodox Church,prosaist
Arthur Hailey,natural causes,United Kingdom,1920-04-05T00:00:00Z,2004-11-24T00:00:00Z,male,agnosticism,prosaist
Herbert Richard Peel,suicide,United Kingdom of Great Britain and Ireland,1831-02-08T00:00:00Z,1885-06-02T00:00:00Z,male,Anglicanism,cricketer
Dante Alighieri,natural causes,Republic of Florence,1265-01-01T00:00:00Z,1321-09-22T00:00:00Z,male,Catholicism,prosaist
Sidney Sheldon,natural causes,United States of America,1917-02-11T00:00:00Z,2007-01-30T00:00:00Z,male,Judaism,prosaist
Robert Mapplethorpe,natural causes,United States of America,1946-11-04T00:00:00Z,1989-03-18T00:00:00Z,male,Reform Judaism,photo artist
Oscar Wilde,natural causes,United Kingdom,1854-10-16T00:00:00Z,1900-11-30T00:00:00Z,male,Roman Catholic,prosaist
Yukio Mishima,suicide,Japan,1925-01-14T00:00:00Z,1970-11-25T00:00:00Z,male,Buddhism,prosaist
Leo Tolstoy,natural causes,Russian Empire,1828-09-09T00:00:00Z,1910-11-20T00:00:00Z,male,Tolstoyan movement,prosaist
Honoré de Balzac,natural causes,France,1799-05-20T00:00:00Z,1850-08-18T00:00:00Z,male,Catholicism,prosaist
Franz Kafka,natural causes,Czechoslovakia,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z,male,atheism,prosaist
Dashiell Hammett,natural causes,United States of America,1894-05-27T00:00:00Z,1961-01-10T00:00:00Z,male,Catholic Church,prosaist
Andrea Camilleri,natural causes,Italy,1925-09-06T00:00:00Z,2019-07-17T00:00:00Z,male,atheism,prosaist
Jack London,homicide,United States of America,1876-01-12T00:00:00Z,1916-11-22T00:00:00Z,male,atheism,prosaist
Arthur Hailey,natural causes,Canada,1920-04-05T00:00:00Z,2004-11-24T00:00:00Z,male,agnosticism,prosaist
Selma Lagerlöf,natural causes,Sweden,1858-11-20T00:00:00Z,1940-03-16T00:00:00Z,female,Lutheranism,prosaist
Taras Shevchenko,natural causes,Russian Empire,1814-03-09T00:00:00Z,1861-03-10T00:00:00Z,male,Eastern Orthodox Church,prosaist
Jack London,natural causes,United States of America,1876-01-12T00:00:00Z,1916-11-22T00:00:00Z,male,atheism,prosaist
Nâzım Hikmet Ran,natural causes,Ottoman Empire,1902-01-15T00:00:00Z,1963-06-03T00:00:00Z,male,atheism,prosaist
Vazgen Sargsyan,homicide,Soviet Union,1959-03-05T00:00:00Z,1999-10-27T00:00:00Z,male,Armenian Apostolic Church,prosaist
Nâzım Hikmet Ran,natural causes,Turkey,1902-01-15T00:00:00Z,1963-06-03T00:00:00Z,male,atheism,prosaist
Kenji Miyazawa,natural causes,Japan,1896-08-27T00:00:00Z,1933-09-21T00:00:00Z,male,Nichiren Shū,prosaist
Ursula K. Le Guin,natural causes,United States of America,1929-10-21T00:00:00Z,2018-01-22T00:00:00Z,female,atheism,prosaist
Elmore Leonard,natural causes,United States of America,1925-10-11T00:00:00Z,2013-08-20T00:00:00Z,male,Catholicism,prosaist
Leo Tolstoy,natural causes,Russian Empire,1828-09-09T00:00:00Z,1910-11-20T00:00:00Z,male,Eastern Orthodoxy,prosaist
Yordan Yovkov,natural causes,Bulgaria,1880-11-09T00:00:00Z,1937-10-15T00:00:00Z,male,Eastern Orthodoxy,prosaist
Khan Mohammad,natural causes,Pakistan,1928-01-01T00:00:00Z,2009-07-04T00:00:00Z,male,Sunni Islam,cricketer
Vazgen Sargsyan,homicide,Armenia,1959-03-05T00:00:00Z,1999-10-27T00:00:00Z,male,Armenian Apostolic Church,prosaist
George Gutteres,natural causes,United Kingdom of Great Britain and Ireland,1859-10-11T00:00:00Z,1898-03-02T00:00:00Z,male,Anglicanism,cricketer
Tom Killick,natural causes,United Kingdom of Great Britain and Ireland,1907-05-09T00:00:00Z,1953-05-18T00:00:00Z,male,Anglicanism,cricketer
Ron Archer,natural causes,Australia,1933-10-25T00:00:00Z,2007-05-27T00:00:00Z,male,Anglicanism,cricketer
Aleksandr Solzhenitsyn,natural causes,Russian Socialist Federative Soviet Republic,1918-12-11T00:00:00Z,2008-08-03T00:00:00Z,male,Russian Orthodox Church,prosaist
Gore Vidal,natural causes,United States of America,1925-10-03T00:00:00Z,2012-07-31T00:00:00Z,male,atheism,prosaist
Nâzım Hikmet Ran,natural causes,Poland,1902-01-15T00:00:00Z,1963-06-03T00:00:00Z,male,atheism,prosaist
Arthur Hailey,natural causes,United Kingdom of Great Britain and Ireland,1920-04-05T00:00:00Z,2004-11-24T00:00:00Z,male,agnosticism,prosaist
Robert Mapplethorpe,natural causes,United States of America,1946-11-04T00:00:00Z,1989-03-09T00:00:00Z,male,Reform Judaism,photo artist
Oscar Wilde,natural causes,United Kingdom of Great Britain and Ireland,1854-10-16T00:00:00Z,1900-11-30T00:00:00Z,male,Roman Catholic,prosaist
Franz Kafka,natural causes,Cisleithania,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z,male,atheism,prosaist
Aleksandr Solzhenitsyn,natural causes,Russia,1918-12-11T00:00:00Z,2008-08-03T00:00:00Z,male,Russian Orthodox Church,prosaist
Aldous Huxley,natural causes,United Kingdom,1894-07-26T00:00:00Z,1963-11-22T00:00:00Z,male,Hinduism,prosaist
John Patteson,homicide,United Kingdom of Great Britain and Ireland,1827-04-01T00:00:00Z,1871-09-20T00:00:00Z,male,Anglicanism,cricketer
Aleksandr Solzhenitsyn,natural causes,Soviet Union,1918-12-11T00:00:00Z,2008-08-03T00:00:00Z,male,Russian Orthodox Church,prosaist
William Peter Blatty,natural causes,United States of America,1928-01-07T00:00:00Z,2017-01-12T00:00:00Z,male,Catholicism,prosaist
Mark Twain,natural causes,United States of America,1835-11-30T00:00:00Z,1910-04-21T00:00:00Z,male,atheism,prosaist
David Sheppard,natural causes,United Kingdom,1929-03-06T00:00:00Z,2005-03-05T00:00:00Z,male,Anglicanism,cricketer
Jack London,suicide,United States of America,1876-01-12T00:00:00Z,1916-11-22T00:00:00Z,male,atheism,prosaist
Khan Mohammad,natural causes,British India,1928-01-01T00:00:00Z,2009-07-04T00:00:00Z,male,Sunni Islam,cricketer
Tom Killick,natural causes,United Kingdom,1907-05-09T00:00:00Z,1953-05-18T00:00:00Z,male,Anglicanism,cricketer
Sunil Jayasinghe,suicide,Sri Lanka,1955-07-15T00:00:00Z,1995-04-20T00:00:00Z,male,Buddhism,cricketer
Leo Tolstoy,natural causes,Russian Empire,1828-09-09T00:00:00Z,1910-11-20T00:00:00Z,male,Christianity,prosaist
Kenji Miyazawa,natural causes,Japan,1896-08-27T00:00:00Z,1933-08-21T00:00:00Z,male,Nichiren Shū,prosaist
Chilla Porter,natural causes,Australia,1936-01-11T00:00:00Z,2020-08-15T00:00:00Z,male,Anglicanism,athletics competitor
Grigoris Lambrakis,homicide,Greece,1912-04-03T00:00:00Z,1963-05-27T00:00:00Z,male,Greek Orthodox Church,athletics competitor
John Turner,natural causes,Canada,1929-06-07T00:00:00Z,2020-09-18T00:00:00Z,male,Catholic Church,athletics competitor
Louis Zamperini,natural causes,United States of America,1917-01-26T00:00:00Z,2014-07-06T00:00:00Z,male,Protestantism,athletics competitor
Louis Zamperini,natural causes,United States of America,1917-01-26T00:00:00Z,2014-07-02T00:00:00Z,male,Christianity,athletics competitor
Ellen Spencer,natural causes,United States of America,1949-12-02T00:00:00Z,2020-04-14T00:00:00Z,female,Catholicism,vice-principal
Fred Thomson,natural causes,United States of America,1890-02-26T00:00:00Z,1928-12-25T00:00:00Z,male,Calvinism,athletics competitor
Louis Zamperini,natural causes,United States of America,1917-01-26T00:00:00Z,2014-07-06T00:00:00Z,male,Christianity,athletics competitor
Louis Zamperini,natural causes,United States of America,1917-01-26T00:00:00Z,2014-07-02T00:00:00Z,male,Protestantism,athletics competitor
,accident,Saudi Arabia,2000-01-01T00:00:00Z,2018-08-14T00:00:00Z,male,Islam,presenter
Wiam Dahmani,natural causes,Morocco,1983-08-22T00:00:00Z,2018-04-22T00:00:00Z,female,Islam,presenter
Theo van Gogh,homicide,Kingdom of the Netherlands,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,male,atheism,presenter
,natural causes,Morocco,1948-01-01T00:00:00Z,2018-05-15T00:00:00Z,female,Islam,presenter
Ian Botting,accident,New Zealand,1922-05-18T00:00:00Z,1980-07-09T00:00:00Z,male,Anglicanism,rugby union player
Li Yong,natural causes,People's Republic of China,1968-05-03T00:00:00Z,2018-10-25T00:00:00Z,male,Islam,presenter
Jonah Lomu,natural causes,New Zealand,1975-05-12T00:00:00Z,2015-11-18T00:00:00Z,male,Methodism,rugby union player
Roger Ebert,natural causes,United States of America,1942-06-18T00:00:00Z,2013-04-04T00:00:00Z,male,Catholicism,presenter
Linus Pauling,natural causes,United States of America,1901-02-28T00:00:00Z,1994-08-18T00:00:00Z,male,atheism,crystallographer
Linus Pauling,natural causes,United States of America,1901-02-28T00:00:00Z,1994-08-19T00:00:00Z,male,atheism,crystallographer
Carl Sagan,natural causes,United States of America,1934-11-09T00:00:00Z,1996-12-20T00:00:00Z,male,agnosticism,space scientist
Emma Goldman,natural causes,Russian Empire,1869-06-27T00:00:00Z,1940-05-14T00:00:00Z,female,atheism,anarchist
Muhammad ibn al Uthaymeen,natural causes,El Riyad,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Islam,mufassir
Alī ibn Abī Ṭālib,homicide,Rashidun Caliphates,0601-09-18T00:00:00Z,0661-02-01T00:00:00Z,male,Islam,mufassir
Nestor Makhno,natural causes,Russian Empire,1888-11-07T00:00:00Z,1934-07-25T00:00:00Z,male,atheism,anarchist
Mostafa Khorramdel,natural causes,Iran,1936-01-01T00:00:00Z,2020-05-24T00:00:00Z,male,Islam,mufassir
Muhammad ibn al Uthaymeen,natural causes,Saudi Arabia,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Sunni Islam,mufassir
Errico Malatesta,natural causes,Kingdom of Italy,1853-12-04T00:00:00Z,1932-07-22T00:00:00Z,male,atheism,anarchist
Voltairine de Cleyre,natural causes,United States of America,1866-11-17T00:00:00Z,1912-06-19T00:00:00Z,female,atheism,anarchist
Alī ibn Abī Ṭālib,homicide,Rashidun Caliphates,0601-09-18T00:00:00Z,0661-01-28T00:00:00Z,male,Islam,mufassir
Nestor Makhno,natural causes,Russian Empire,1888-11-07T00:00:00Z,1934-07-06T00:00:00Z,male,atheism,anarchist
Muhammad ibn al Uthaymeen,natural causes,Saudi Arabia,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Islam,mufassir
Mostafa Khorramdel,natural causes,Imperial State of Iran,1936-01-01T00:00:00Z,2020-05-24T00:00:00Z,male,Islam,mufassir
Syed Modi,homicide,India,1962-12-31T00:00:00Z,1988-07-28T00:00:00Z,male,Islam,badminton player
Lucy Parsons,accident,United States of America,1853-01-01T00:00:00Z,1942-03-07T00:00:00Z,female,atheism,anarchist
Emma Goldman,natural causes,United States of America,1869-06-27T00:00:00Z,1940-05-14T00:00:00Z,female,atheism,anarchist
Muhammad ibn al Uthaymeen,natural causes,El Riyad,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Sunni Islam,mufassir
Voltairine de Cleyre,natural causes,United States of America,1866-11-17T00:00:00Z,1912-06-20T00:00:00Z,female,atheism,anarchist
Nadim al-Hakim,accident,Lebanon,1929-01-01T00:00:00Z,1984-08-23T00:00:00Z,male,Druze,military commander
Corita Kent,natural causes,United States of America,1918-11-20T00:00:00Z,1986-09-18T00:00:00Z,female,Catholic Church,printmaker
Nadim al-Hakim,accident,Lebanon,1929-01-01T00:00:00Z,1984-08-23T00:00:00Z,male,Islam,military commander
Henri Matisse,natural causes,France,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z,male,atheism,printmaker
Henry IV of France,homicide,Kingdom of Navarre,1553-12-23T00:00:00Z,1610-05-14T00:00:00Z,male,Catholic Church,military commander
Shahrbaraz,homicide,Sasanian Empire,0600-01-01T00:00:00Z,0629-06-20T00:00:00Z,male,Zoroastrianism,military commander
Henry IV of France,homicide,Kingdom of France,1553-12-23T00:00:00Z,1610-05-14T00:00:00Z,male,Catholic Church,military commander
Jang Bogo,homicide,Silla,0787-01-01T00:00:00Z,0846-01-01T00:00:00Z,male,Buddhism,military commander
Tsuguharu Foujita,natural causes,France,1886-11-27T00:00:00Z,1968-01-29T00:00:00Z,male,Catholicism,printmaker
Tsuguharu Foujita,natural causes,Japan,1886-11-27T00:00:00Z,1968-01-29T00:00:00Z,male,Catholicism,printmaker
Pablo Picasso,natural causes,Spain,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,male,atheism,printmaker
Pablo Picasso,natural causes,Spain,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,male,Lapsed Catholic,printmaker
Shirkuh,natural causes,Seljuk Empire,1200-01-01T00:00:00Z,1169-03-30T00:00:00Z,male,Sunni Islam,military commander
Shirkuh,natural causes,Fatimid caliphate,1200-01-01T00:00:00Z,1169-03-30T00:00:00Z,male,Sunni Islam,military commander
Mstislav Rostropovich,natural causes,Russia,1927-03-27T00:00:00Z,2007-04-27T00:00:00Z,male,Christianity,cellist
Mstislav Rostropovich,natural causes,Soviet Union,1927-03-27T00:00:00Z,2007-04-27T00:00:00Z,male,Christianity,cellist
Dolores Marie DeLaurentis,natural causes,United States of America,1930-01-01T00:00:00Z,2020-05-15T00:00:00Z,female,Unitarian Universalism,fundraiser
Wilhelm Kroll,natural causes,German Reich,1869-10-07T00:00:00Z,1939-04-21T00:00:00Z,male,Evangelical,linguist
Stanisław Staszic,natural causes,Polish–Lithuanian Commonwealth,1755-11-06T00:00:00Z,1826-01-20T00:00:00Z,male,Catholic Church,linguist
William Robertson Smith,natural causes,United Kingdom of Great Britain and Ireland,1846-11-08T00:00:00Z,1894-03-31T00:00:00Z,male,Protestantism,linguist
Dorothy L. Sayers,natural causes,United Kingdom of Great Britain and Ireland,1893-06-13T00:00:00Z,1957-12-17T00:00:00Z,female,Anglicanism,copywriter
Alojz Rebula,natural causes,Free Territory of Trieste,1924-07-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Cesare Pavese,suicide,Italy,1908-09-09T00:00:00Z,1950-08-27T00:00:00Z,male,atheism,linguist
Alojz Rebula,natural causes,Kingdom of Italy,1924-06-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Alojz Rebula,natural causes,Slovenia,1924-06-21T00:00:00Z,2018-10-23T00:00:00Z,male,Catholic Church,linguist
Sol Steinmetz,natural causes,Kingdom of Hungary,1930-07-29T00:00:00Z,2010-10-13T00:00:00Z,male,Judaism,linguist
William Vincent Barré,suicide,France,1760-01-01T00:00:00Z,1829-01-01T00:00:00Z,male,Protestantism,linguist
Galyani Vadhana,natural causes,United Kingdom of Great Britain and Ireland,1923-05-06T00:00:00Z,2008-01-02T00:00:00Z,female,Buddhism,linguist
Ahmad Kasravi,homicide,Iran,1890-09-29T00:00:00Z,1946-03-11T00:00:00Z,male,Christian,linguist
Thomas Bridges,natural causes,Argentina,1842-01-01T00:00:00Z,1898-07-15T00:00:00Z,male,Anglicanism,linguist
Eliza Grew Jones,natural causes,United States of America,1803-03-30T00:00:00Z,1838-03-28T00:00:00Z,female,Baptists,linguist
Richard Francis Burton,natural causes,United Kingdom of Great Britain and Ireland,1821-03-19T00:00:00Z,1890-10-20T00:00:00Z,male,atheism,linguist
Thomas Creech,suicide,Kingdom of England,1659-01-01T00:00:00Z,1700-07-19T00:00:00Z,male,Anglicanism,linguist
Ferdinand Hamer,homicide,Kingdom of the Netherlands,1840-08-21T00:00:00Z,1900-07-23T00:00:00Z,male,Catholic Church,linguist
